product_name,product_url,price,matrix,processor,core,ram,ssd,card
"14"" Ультрабук HP Pavilion 14-ce3025ur серебристый",https://www.dns-shop.ru/product/7d0f2ad51c803332/14-ultrabuk-hp-pavilion-14-ce3025ur-serebristyj/,53999,IPS,Intel Core i5 1035G1,4 х 1 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD 
"14"" Ультрабук ASUS VivoBook S S431FA-AM223T синий",https://www.dns-shop.ru/product/871a6fb001f01b80/14-ultrabuk-asus-vivobook-s-s431fa-am223t-sinij/,54999,IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"13.3"" Ультрабук ASUS ZenBook Flip S UX370UA-C4277T синий",https://www.dns-shop.ru/product/0f6ed33c64763330/133-ultrabuk-asus-zenbook-flip-s-ux370ua-c4277t-sinij/,64999,IPS,Intel Core i5 8250U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"13.3"" Ультрабук Lenovo Yoga S730-13IWL серый",https://www.dns-shop.ru/product/b0f4686cbd663330/133-ultrabuk-lenovo-yoga-s730-13iwl-seryj/,59499,IPS,Intel Core i7 8565U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"14"" Ультрабук Lenovo ThinkPad X1 Carbon черный",https://www.dns-shop.ru/product/e66a723663243361/14-ultrabuk-lenovo-thinkpad-x1-carbon-cernyj/,63999,IPS,Intel Core i7 5500U,2 х 2.4 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel HD 5500 
"14"" Ультрабук Lenovo IdeaPad C340-14API серый",https://www.dns-shop.ru/product/da2d110984433332/14-ultrabuk-lenovo-ideapad-c340-14api-seryj/,62999,IPS,AMD Ryzen 5 3500U,4 х 2.1 ГГц,RAM 8 ГБ,SSD 512 ГБ,Radeon Vega 8 
"13.3"" Ультрабук Lenovo IdeaPad S530-13IWL синий",https://www.dns-shop.ru/product/34a1fc8136971b80/133-ultrabuk-lenovo-ideapad-s530-13iwl-sinij/,62999,IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel UHD Graphics 620 
"14"" Ультрабук Acer Swift 3 SF314-56-5403 серебристый",https://www.dns-shop.ru/product/e80f58cd470b1b80/14-ultrabuk-acer-swift-3-sf314-56-5403-serebristyj/,62099,IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"14"" Ультрабук Acer Swift 3 SF314-41G-R1YF серебристый",https://www.dns-shop.ru/product/752d78a4d4fe1b80/14-ultrabuk-acer-swift-3-sf314-41g-r1yf-serebristyj/,61999,IPS,AMD Ryzen 7 3700U,4 х 2.3 ГГц,RAM 12 ГБ,SSD 512 ГБ,Radeon 540X 2 Гб
"14"" Ультрабук ASUS ZenBook UM431DA-AM020T синий",https://www.dns-shop.ru/product/8d72168301f01b80/14-ultrabuk-asus-zenbook-um431da-am020t-sinij/,62999,IPS,AMD Ryzen 7 3700U,4 х 2.3 ГГц,RAM 8 ГБ,SSD 512 ГБ,Radeon Vega 10 
"14"" Ультрабук ASUS ZenBook UM431DA-AM052T синий",https://www.dns-shop.ru/product/7d5dd32bceb93332/14-ultrabuk-asus-zenbook-um431da-am052t-sinij/,61999,IPS,AMD Ryzen 7 3700U,4 х 2.3 ГГц,RAM 8 ГБ,SSD 256 ГБ,Radeon Vega 10 
"13.3"" Ультрабук HP ENVY x360 13-ar0007ur черный",https://www.dns-shop.ru/product/9bbac3691bbb1b80/133-ultrabuk-hp-envy-x360-13-ar0007ur-cernyj/,61999,IPS,AMD Ryzen 5 3500U,4 х 2.1 ГГц,RAM 8 ГБ,SSD 256 ГБ,Radeon Vega 8 
"15.6"" Ультрабук ASUS VivoBook S S531FA-BQ250T серый",https://www.dns-shop.ru/product/8d72167d01f01b80/156-ultrabuk-asus-vivobook-s-s531fa-bq250t-seryj/,59999,IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"14"" Ультрабук ASUS ZenBook UX431FA-AM022T синий",https://www.dns-shop.ru/product/4db7dfe8eec11b80/14-ultrabuk-asus-zenbook-ux431fa-am022t-sinij/,60999,IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"14"" Ультрабук Acer Swift SF514-53T-78DH синий",https://www.dns-shop.ru/product/13486ae1ed341b80/14-ultrabuk-acer-swift-sf514-53t-78dh-sinij/,59999,IPS,Intel Core i7 8565U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"14"" Ультрабук ASUS VivoBook Flip TP412FA-EC275T синий",https://www.dns-shop.ru/product/83647b62ceb93332/14-ultrabuk-asus-vivobook-flip-tp412fa-ec275t-sinij/,59999,IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"13.9"" Ультрабук Huawei Matebook X Pro серый",https://www.dns-shop.ru/product/a2e2ea9ae7ba1b80/139-ultrabuk-huawei-matebook-x-pro-seryj/,59999,IPS,Intel Core i5 8250U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,GeForce MX150 2 Гб
"13.3"" Ультрабук ASUS ZenBook UX333FA-A3069T синий",https://www.dns-shop.ru/product/7d5dd330ceb93332/133-ultrabuk-asus-zenbook-ux333fa-a3069t-sinij/,59999,IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"14"" Ультрабук ASUS ZenBook UM431DA-AM007T синий",https://www.dns-shop.ru/product/5c01fb2084773332/14-ultrabuk-asus-zenbook-um431da-am007t-sinij/,59999,IPS,AMD Ryzen 5 3500U,4 х 2.1 ГГц,RAM 8 ГБ,SSD 512 ГБ,Radeon Vega 8 
"13.3"" Ультрабук HP ENVY 13-aq0004ur серебристый",https://www.dns-shop.ru/product/9bbac3651bbb1b80/133-ultrabuk-hp-envy-13-aq0004ur-serebristyj/,65999,IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"15.6"" Ультрабук HP Pavilion 15-cs3060ur серебристый",https://www.dns-shop.ru/product/833eea1c1c803332/156-ultrabuk-hp-pavilion-15-cs3060ur-serebristyj/,73499,IPS,Intel Core i5 1035G1,4 х 1 ГГц,RAM 16 ГБ,SSD 512 ГБ,GeForce GTX 1050 3 Гб
"14"" Ультрабук Acer Swift 3 SF314-55-78SP красный",https://www.dns-shop.ru/product/4dd6644136971b80/14-ultrabuk-acer-swift-3-sf314-55-78sp-krasnyj/,72999,IPS,Intel Core i7 8565U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel UHD Graphics 620 
"14"" Ультрабук Lenovo Ideapad S540-14API серый",https://www.dns-shop.ru/product/ebd938e887681b80/14-ultrabuk-lenovo-ideapad-s540-14api-seryj/,69999,IPS,AMD Ryzen 7 3700U,4 х 2.3 ГГц,RAM 12 ГБ,SSD 1024 ГБ,Radeon Vega 10 
"14"" Ультрабук ASUS ZenBook UX431FA-AM023T синий",https://www.dns-shop.ru/product/8f9b8c16ceb93332/14-ultrabuk-asus-zenbook-ux431fa-am023t-sinij/,74999,IPS,Intel Core i7 8565U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"14"" Ультрабук Huawei MateBook D 14 NbB-WAH9 серый",https://www.dns-shop.ru/product/3d626d2b89123332/14-ultrabuk-huawei-matebook-d-14-nbb-wah9-seryj/,69999,IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 512 ГБ,GeForce MX250 2 Гб
"13"" Ультрабук Huawei Matebook 13 HN-W19R серый",https://www.dns-shop.ru/product/b30f62ce9be43332/13-ultrabuk-huawei-matebook-13-hn-w19r-seryj/,59999,IPS,AMD Ryzen 5 3500U,4 х 2.1 ГГц,RAM 16 ГБ,SSD 512 ГБ,Radeon Vega 8 
"13.3"" Ультрабук Lenovo IdeaPad S540-13API серебристый",https://www.dns-shop.ru/product/3708c43c16731b80/133-ultrabuk-lenovo-ideapad-s540-13api-serebristyj/,69999,IPS,AMD Ryzen 5 3550H,4 х 2.1 ГГц,RAM 16 ГБ,SSD 512 ГБ,Radeon Vega 8 
"14"" Ультрабук ASUS ZenBook UX433FAC-A5228T синий",https://www.dns-shop.ru/product/938bc0d601f01b80/14-ultrabuk-asus-zenbook-ux433fac-a5228t-sinij/,69999,IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"13.3"" Ультрабук HP Pavilion 13-an1027ur серебристый",https://www.dns-shop.ru/product/767cd3aa1c803332/133-ultrabuk-hp-pavilion-13-an1027ur-serebristyj/,69999,IPS,Intel Core i7 1065G7,4 х 1.3 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel Iris Plus 
"13.3"" Ультрабук ASUS ZenBook UX333FAC-A3101T синий",https://www.dns-shop.ru/product/938bc0d401f01b80/133-ultrabuk-asus-zenbook-ux333fac-a3101t-sinij/,69999,IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"13.3"" Ультрабук Lenovo Thinkbook 13S-IWL серый",https://www.dns-shop.ru/product/2f1e7481e6573332/133-ultrabuk-lenovo-thinkbook-13s-iwl-seryj/,68999,IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel UHD Graphics 620 
"13"" Ультрабук Huawei Matebook 13 WRT-W19 серый",https://www.dns-shop.ru/product/f368c0bc3d9c1b80/13-ultrabuk-huawei-matebook-13-wrt-w19-seryj/,68499,IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 512 ГБ,GeForce MX250 2 Гб
"13.3"" Ультрабук HP Spectre x360 13-ap0003ur синий",https://www.dns-shop.ru/product/c11d3e94f7733332/133-ultrabuk-hp-spectre-x360-13-ap0003ur-sinij/,69999,IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"14"" Ультрабук Lenovo Yoga 530-14ARR черный",https://www.dns-shop.ru/product/c3299c38bd663330/14-ultrabuk-lenovo-yoga-530-14arr-cernyj/,67999,IPS,AMD Ryzen 7 Mobile 7 2700U,4 х 2.2 ГГц,RAM 8 ГБ,SSD 256 ГБ,Radeon Vega 10 
"14"" Ультрабук Acer Swift 3 SF314-55-78GB красный",https://www.dns-shop.ru/product/4dd6643e36971b80/14-ultrabuk-acer-swift-3-sf314-55-78gb-krasnyj/,65999,IPS,Intel Core i7 8565U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel UHD Graphics 620 
"14"" Ультрабук ASUS ZenBook UX431FA-AM140T синий",https://www.dns-shop.ru/product/871a6fba01f01b80/14-ultrabuk-asus-zenbook-ux431fa-am140t-sinij/,65999,IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"13.3"" Ультрабук HP Pavilion 13-an1023ur серебристый",https://www.dns-shop.ru/product/767cd3a81c803332/133-ultrabuk-hp-pavilion-13-an1023ur-serebristyj/,65999,IPS,Intel Core i7 1065G7,4 х 1.3 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel Iris Plus 
"13"" Ультрабук Huawei Matebook 13 WRT-W19 серебристый",https://www.dns-shop.ru/product/145f63633b4f3332/13-ultrabuk-huawei-matebook-13-wrt-w19-serebristyj/,68499,IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 512 ГБ,GeForce MX250 2 Гб
"15.6"" Ультрабук ASUS VivoBook S (S531FL-BQ060T)(FHD/IPS) i7 8565U/8192/SSD 512/NV MX250 2Gb/Win10/Silver",https://www.dns-shop.ru/product/83647b63ceb93332/156-ultrabuk-asus-vivobook-s-s531fl-bq060tfhdips-i7-8565u8192ssd-512nv-mx250-2gbwin10silver/,86499,IPS,Intel Core i7 8565U,4 х 1.8 ГГц,RAM 16 ГБ,SSD 512 ГБ,Intel UHD Graphics 620 
"14"" Ультрабук ASUS ZenBook UX431FA-AM154T синий",https://www.dns-shop.ru/product/8d72168601f01b80/14-ultrabuk-asus-zenbook-ux431fa-am154t-sinij/,74999,IPS,Intel Core i7 10510U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"14"" Ультрабук MSI Prestige 14 A10RB-036RU белый",https://www.dns-shop.ru/product/3dee935d17ed3332/14-ultrabuk-msi-prestige-14-a10rb-036ru-belyj/,74999,IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 16 ГБ,SSD 256 ГБ,GeForce MX250 2 Гб
"13.9"" Ультрабук ASUS ZenBook UX392FA-AB002T голубой",https://www.dns-shop.ru/product/53f8153feec11b80/139-ultrabuk-asus-zenbook-ux392fa-ab002t-goluboj/,89999,IPS,Intel Core i7 10510U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel UHD Graphics 620 
"13.3"" Ультрабук Lenovo Yoga 730-13IWL серый",https://www.dns-shop.ru/product/b6f8a1a4bd663330/133-ultrabuk-lenovo-yoga-730-13iwl-seryj/,78999,IPS,Intel Core i7 8565U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"15.6"" Ультрабук ASUS VivoBook S S531FL-BQ592T серый",https://www.dns-shop.ru/product/80ad53dc01f01b80/156-ultrabuk-asus-vivobook-s-s531fl-bq592t-seryj/,79999,IPS,Intel Core i7 10510U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 512 ГБ,GeForce MX250 2 Гб
"14"" Ультрабук Acer Swift 3 SF314-56-72NG красный",https://www.dns-shop.ru/product/47c12dfa36971b80/14-ultrabuk-acer-swift-3-sf314-56-72ng-krasnyj/,77399,IPS,Intel Core i7 8565U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"13"" Ультрабук Huawei Matebook 13 WRTB-WAH9L серый",https://www.dns-shop.ru/product/d59896bb798c3332/13-ultrabuk-huawei-matebook-13-wrtb-wah9l-seryj/,77999,IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 512 ГБ,GeForce MX250 2 Гб
"14"" Ультрабук ASUS ZenBook Flip UX463FA-AI026T серый",https://www.dns-shop.ru/product/938bc0da01f01b80/14-ultrabuk-asus-zenbook-flip-ux463fa-ai026t-seryj/,79999,IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"13.3"" Ультрабук HP Spectre x360 13-ap0005ur синий",https://www.dns-shop.ru/product/5d34166d43b61b80/133-ultrabuk-hp-spectre-x360-13-ap0005ur-sinij/,96999,IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 16 ГБ,SSD 1024 ГБ,Intel UHD Graphics 620 
"15.6"" Ультрабук Dell XPS 9570-1073 серебристый",https://www.dns-shop.ru/product/6edfb93dcac61b80/156-ultrabuk-dell-xps-9570-1073-serebristyj/,95999,IPS,Intel Core i7 8565U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"13.3"" Ультрабук ASUS Zenbook S UX391FA-AH007T синий",https://www.dns-shop.ru/product/3ce099efb9b03332/133-ultrabuk-asus-zenbook-s-ux391fa-ah007t-sinij/,93399,IPS,Intel Core i7 8565U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 512 ГБ,GeForce MX250 2 Гб
"15.6"" Ультрабук ASUS ZenBook UX563FD-EZ008T серый",https://www.dns-shop.ru/product/11b3424cc0051b80/156-ultrabuk-asus-zenbook-ux563fd-ez008t-seryj/,89999,IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"14"" Ультрабук MSI Prestige 14 A10RAS-219RU белый",https://www.dns-shop.ru/product/214d98ce80751b80/14-ultrabuk-msi-prestige-14-a10ras-219ru-belyj/,89999,IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 512 ГБ,GeForce GTX 1050 Max-Q 4 Гб
"15.6"" Ультрабук ASUS ZenBook UX533FTC-A8176T синий",https://www.dns-shop.ru/product/7d5dd32dceb93332/156-ultrabuk-asus-zenbook-ux533ftc-a8176t-sinij/,94999,IPS,Intel Core i5 8300H,4 х 2.3 ГГц,RAM 8 ГБ,HDD 1000 ГБ,SSD 128 ГБ
"14"" Ультрабук ASUS ZenBook Flip UX463FA-AI061T серый",https://www.dns-shop.ru/product/938bc0db01f01b80/14-ultrabuk-asus-zenbook-flip-ux463fa-ai061t-seryj/,89999,IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 16 ГБ,SSD 256 ГБ,GeForce MX330 2 Гб
"13.3"" Ультрабук ASUS ZenBook UX334FL-A4005T синий",https://www.dns-shop.ru/product/11b3424bc0051b80/133-ultrabuk-asus-zenbook-ux334fl-a4005t-sinij/,94999,IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 512 ГБ,GeForce GTX 1650 MaxQ 4 Гб
"13.3"" Ультрабук HP Spectre x360 13-aw0002ur серебристый",https://www.dns-shop.ru/product/c6778fa81bbb1b80/133-ultrabuk-hp-spectre-x360-13-aw0002ur-serebristyj/,99999,IPS,Intel Core i5 1035G4,4 х 1.1 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel Iris Plus 
"13.4"" Ультрабук Dell XPS 9300-3157 серебристый",https://www.dns-shop.ru/product/404292d682b33332/134-ultrabuk-dell-xps-9300-3157-serebristyj/,141999,IPS,Intel Core i7 1065G7,4 х 1.3 ГГц,RAM 16 ГБ,SSD 512 ГБ,Intel Iris Plus 
"14"" Ультрабук Acer Swift 7 SF714-52T-78V2 черный",https://www.dns-shop.ru/product/6c56bc11827d1b80/14-ultrabuk-acer-swift-7-sf714-52t-78v2-cernyj/,154299,IPS,Intel Core i7 8500Y,2 х 1.5 ГГц,RAM 16 ГБ,SSD 512 ГБ,Intel UHD 615 
"13.4"" Ультрабук Dell XPS 9300-3140 серебристый",https://www.dns-shop.ru/product/c483d54182b33332/134-ultrabuk-dell-xps-9300-3140-serebristyj/,142799,IPS,Intel Core i7 1065G7,4 х 1.3 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel Iris Plus 
"13.4"" Ультрабук Dell XPS 9300-3133 серебристый",https://www.dns-shop.ru/product/30c031e682e81b80/134-ultrabuk-dell-xps-9300-3133-serebristyj/,142999,IPS,Intel Core i5 1035G1,4 х 1 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel UHD 
"13.4"" Ультрабук Dell XPS 9300-3171 серебристый",https://www.dns-shop.ru/product/ee5eb5c882e61b80/134-ultrabuk-dell-xps-9300-3171-serebristyj/,152499,IPS,Intel Core i7 1065G7,4 х 1.3 ГГц,RAM 16 ГБ,SSD 1024 ГБ,Intel Iris Plus 
"14"" Ультрабук Lenovo Yoga C940-14IIL серый",https://www.dns-shop.ru/product/3708c44716731b80/14-ultrabuk-lenovo-yoga-c940-14iil-seryj/,144999,IPS,Intel Core i5 1035G4,4 х 1.1 ГГц,RAM 16 ГБ,SSD 1024 ГБ,Intel Iris Plus 
"14"" Ультрабук Lenovo Yoga S940-14IWL серый",https://www.dns-shop.ru/product/049fac6b87691b80/14-ultrabuk-lenovo-yoga-s940-14iwl-seryj/,136999,IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel UHD Graphics 620 
"13.3"" Ультрабук HP Elite x360 Dragonfly синий",https://www.dns-shop.ru/product/ea5864641cb41b80/133-ultrabuk-hp-elite-x360-dragonfly-sinij/,135999,IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 16 ГБ,SSD 512 ГБ,Intel UHD Graphics 620 
"14"" Ультрабук ASUS ZenBook Duo UX481FL-BM067T синий",https://www.dns-shop.ru/product/a3f6278962ab3332/14-ultrabuk-asus-zenbook-duo-ux481fl-bm067t-sinij/,129999,IPS,Intel Core i7 10510U,4 х 1.8 ГГц,RAM 16 ГБ,SSD 512 ГБ,GeForce MX250 2 Гб
"13.9"" Ультрабук Huawei Matebook X Pro MACHC-WAE9LP серый",https://www.dns-shop.ru/product/233b98e6798c3332/139-ultrabuk-huawei-matebook-x-pro-machc-wae9lp-seryj/,129999,IPS,Intel Core i7 10510U,4 х 1.8 ГГц,RAM 16 ГБ,SSD 1024 ГБ,GeForce MX250 2 Гб
"13.3"" Ультрабук HP Spectre x360 13-aw0006ur серебристый",https://www.dns-shop.ru/product/72f03d3bd4571b80/133-ultrabuk-hp-spectre-x360-13-aw0006ur-serebristyj/,127999,IPS,Intel Core i7 1065G7,4 х 1.3 ГГц,RAM 16 ГБ,SSD 1000 ГБ,Intel Iris Plus 
"15.6"" Ультрабук ASUS ZenBook UX533FTC-A8172T синий",https://www.dns-shop.ru/product/b649152662ab3332/156-ultrabuk-asus-zenbook-ux533ftc-a8172t-sinij/,114999,IPS,Intel Core i7 10510U,4 х 1.8 ГГц,RAM 16 ГБ,SSD 512 ГБ,GeForce GTX 1650 MaxQ 4 Гб
"13.3"" Ультрабук HP Spectre x360 13-aw0014ur черный",https://www.dns-shop.ru/product/cc6f43a61bbb1b80/133-ultrabuk-hp-spectre-x360-13-aw0014ur-cernyj/,119999,IPS,Intel Core i7 1065G7,4 х 1.3 ГГц,RAM 16 ГБ,SSD 1000 ГБ,Intel Iris Plus 
"14"" Ультрабук MSI Prestige A10SC-077RU белый",https://www.dns-shop.ru/product/b256218810f11b80/14-ultrabuk-msi-prestige-a10sc-077ru-belyj/,109999,IPS,Intel Core i7 10710U,6 х 1.1 ГГц,RAM 16 ГБ,SSD 512 ГБ,GeForce GTX 1650 MaxQ 4 Гб
"14"" Ультрабук Lenovo Yoga C740-14IML серый",https://www.dns-shop.ru/product/ed224c7584433332/14-ultrabuk-lenovo-yoga-c740-14iml-seryj/,109999,IPS,Intel Core i7 10710U,6 х 1.1 ГГц,RAM 16 ГБ,SSD 1024 ГБ,Intel UHD Graphics 620 
"13.9"" Ультрабук Lenovo Yoga C930-13IKB серый",https://www.dns-shop.ru/product/bd019f8cbd663330/139-ultrabuk-lenovo-yoga-c930-13ikb-seryj/,99999,IPS,Intel Core i5 8250U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
"14"" Ультрабук ASUS ZenBook Duo UX481FL-BM141T синий",https://www.dns-shop.ru/product/b02bb68062ab3332/14-ultrabuk-asus-zenbook-duo-ux481fl-bm141t-sinij/,104999,IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 512 ГБ,GeForce MX250 2 Гб
"14"" Ультрабук Acer Swift 7 SF714-52T-76X9 белый",https://www.dns-shop.ru/product/6c56bc10827d1b80/14-ultrabuk-acer-swift-7-sf714-52t-76x9-belyj/,159999,IPS,Intel Core i7 8500Y,2 х 1.5 ГГц,RAM 16 ГБ,SSD 512 ГБ,Intel UHD 615 
