page,product_name,matrix,processor,core,ram,ssd,card
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=6,"14"" Ультрабук Acer Swift 3 SF314-41G-R1YF серебристый",IPS,AMD Ryzen 7 3700U,4 х 2.3 ГГц,RAM 12 ГБ,SSD 512 ГБ,Radeon 540X 2 Гб
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=6,"13.3"" Ультрабук Lenovo IdeaPad S530-13IWL синий",IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=6,"14"" Ультрабук Lenovo IdeaPad C340-14API серый",IPS,AMD Ryzen 5 3500U,4 х 2.1 ГГц,RAM 8 ГБ,SSD 512 ГБ,Radeon Vega 8 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=6,"14"" Ультрабук Lenovo ThinkPad X1 Carbon черный",IPS,Intel Core i7 5500U,2 х 2.4 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel HD 5500 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=6,"13.3"" Ультрабук ASUS ZenBook Flip S UX370UA-C4277T синий",IPS,Intel Core i5 8250U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=6,"13.3"" Ультрабук HP ENVY 13-aq0004ur серебристый",IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=6,"13.3"" Ультрабук HP Pavilion 13-an1023ur серебристый",IPS,Intel Core i7 1065G7,4 х 1.3 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel Iris Plus 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=6,"14"" Ультрабук ASUS ZenBook UX431FA-AM140T синий",IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=6,"14"" Ультрабук Acer Swift 3 SF314-55-78GB красный",IPS,Intel Core i7 8565U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=6,"14"" Ультрабук Lenovo Yoga 530-14ARR черный",IPS,AMD Ryzen 7 Mobile 7 2700U,4 х 2.2 ГГц,RAM 8 ГБ,SSD 256 ГБ,Radeon Vega 10 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=6,"13"" Ультрабук Huawei Matebook 13 WRT-W19 серебристый",IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 512 ГБ,GeForce MX250 2 Гб
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=6,"13"" Ультрабук Huawei Matebook 13 WRT-W19 серый",IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 512 ГБ,GeForce MX250 2 Гб
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=6,"13.3"" Ультрабук Lenovo Thinkbook 13S-IWL серый",IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=7,"13.3"" Ультрабук ASUS ZenBook UX333FAC-A3101T синий",IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=7,"13.3"" Ультрабук HP Pavilion 13-an1027ur серебристый",IPS,Intel Core i7 1065G7,4 х 1.3 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel Iris Plus 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=7,"13.3"" Ультрабук HP Spectre x360 13-ap0003ur синий",IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=7,"13.3"" Ультрабук Lenovo IdeaPad S540-13API серебристый",IPS,AMD Ryzen 5 3550H,4 х 2.1 ГГц,RAM 16 ГБ,SSD 512 ГБ,Radeon Vega 8 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=7,"14"" Ультрабук ASUS ZenBook UX433FAC-A5228T синий",IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=7,"14"" Ультрабук Huawei MateBook D 14 NbB-WAH9 серый",IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 512 ГБ,GeForce MX250 2 Гб
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=7,"14"" Ультрабук Lenovo Ideapad S540-14API серый",IPS,AMD Ryzen 7 3700U,4 х 2.3 ГГц,RAM 12 ГБ,SSD 1024 ГБ,Radeon Vega 10 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=7,"14"" Ультрабук Acer Swift 3 SF314-55-78SP красный",IPS,Intel Core i7 8565U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=7,"14"" Ультрабук ASUS ZenBook UX431FA-AM023T синий",IPS,Intel Core i7 8565U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=7,"14"" Ультрабук ASUS ZenBook UX431FA-AM154T синий",IPS,Intel Core i7 10510U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=7,"14"" Ультрабук MSI Prestige 14 A10RB-036RU белый",IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 16 ГБ,SSD 256 ГБ,GeForce MX250 2 Гб
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=7,"14"" Ультрабук Acer Swift 3 SF314-56-72NG красный",IPS,Intel Core i7 8565U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=7,"13"" Ультрабук Huawei Matebook 13 WRTB-WAH9L серый",IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 512 ГБ,GeForce MX250 2 Гб
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=7,"14"" Ультрабук ASUS ZenBook Flip UX463FA-AI026T серый",IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=7,"15.6"" Ультрабук ASUS VivoBook S S531FL-BQ592T серый",IPS,Intel Core i7 10510U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 512 ГБ,GeForce MX250 2 Гб
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=7,"15.6"" Ультрабук HP Pavilion 15-cs3061ur серебристый",IPS,Intel Core i7 1065G7,4 х 1.3 ГГц,RAM 16 ГБ,SSD 512 ГБ,GeForce GTX 1050 3 Гб
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=7,"15.6"" Ультрабук ASUS VivoBook S (S531FL-BQ060T)(FHD/IPS) i7 8565U/8192/SSD 512/NV MX250 2Gb/Win10/Silver",IPS,Intel Core i7 8565U,4 х 1.8 ГГц,RAM 16 ГБ,SSD 512 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=8,"14"" Ультрабук ASUS ZenBook Flip UX463FA-AI061T серый",IPS,Intel Core i7 10510U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=8,"14"" Ультрабук MSI Prestige 14 A10RAS-219RU белый",IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 16 ГБ,SSD 256 ГБ,GeForce MX330 2 Гб
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=8,"15.6"" Ультрабук ASUS ZenBook UX563FD-EZ008T серый",IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 512 ГБ,GeForce GTX 1050 Max-Q 4 Гб
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=8,"13.3"" Ультрабук ASUS Zenbook S UX391FA-AH007T синий",IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=8,"13.3"" Ультрабук ASUS ZenBook UX334FL-A4005T синий",IPS,Intel Core i7 8565U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 512 ГБ,GeForce MX250 2 Гб
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=8,"15.6"" Ультрабук ASUS ZenBook UX533FTC-A8176T синий",IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 512 ГБ,GeForce GTX 1650 MaxQ 4 Гб
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=8,"15.6"" Ультрабук Dell XPS 9570-1073 серебристый",IPS,Intel Core i5 8300H,4 х 2.3 ГГц,RAM 8 ГБ,HDD 1000 ГБ,SSD 128 ГБ
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=8,"13.3"" Ультрабук HP Spectre x360 13-ap0005ur синий",IPS,Intel Core i7 8565U,4 х 1.8 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=8,"13.3"" Ультрабук HP Spectre x360 13-aw0002ur серебристый",IPS,Intel Core i5 1035G4,4 х 1.1 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel Iris Plus 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=8,"13.9"" Ультрабук Lenovo Yoga C930-13IKB серый",IPS,Intel Core i5 8250U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 256 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=8,"14"" Ультрабук ASUS ZenBook Duo UX481FL-BM141T синий",IPS,Intel Core i5 10210U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 512 ГБ,GeForce MX250 2 Гб
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=8,"14"" Ультрабук MSI Prestige A10SC-077RU белый",IPS,Intel Core i7 10710U,6 х 1.1 ГГц,RAM 16 ГБ,SSD 512 ГБ,GeForce GTX 1650 MaxQ 4 Гб
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=8,"15.6"" Ультрабук ASUS ZenBook UX533FTC-A8172T синий",IPS,Intel Core i7 10510U,4 х 1.8 ГГц,RAM 16 ГБ,SSD 512 ГБ,GeForce GTX 1650 MaxQ 4 Гб
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=8,"13.3"" Ультрабук HP Spectre x360 13-aw0014ur черный",IPS,Intel Core i7 1065G7,4 х 1.3 ГГц,RAM 16 ГБ,SSD 1000 ГБ,Intel Iris Plus 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=8,"13.9"" Ультрабук Huawei Matebook X Pro MACHC-WAE9LP серый",IPS,Intel Core i7 10510U,4 х 1.8 ГГц,RAM 16 ГБ,SSD 1024 ГБ,GeForce MX250 2 Гб
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=8,"14"" Ультрабук ASUS ZenBook Duo UX481FL-BM067T синий",IPS,Intel Core i7 10510U,4 х 1.8 ГГц,RAM 16 ГБ,SSD 512 ГБ,GeForce MX250 2 Гб
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=8,"13.3"" Ультрабук HP Elite x360 Dragonfly синий",IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 16 ГБ,SSD 512 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=8,"14"" Ультрабук Lenovo Yoga S940-14IWL серый",IPS,Intel Core i5 8265U,4 х 1.6 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=9,"13.4"" Ультрабук Dell XPS 9300-3157 серебристый",IPS,Intel Core i7 1065G7,4 х 1.3 ГГц,RAM 16 ГБ,SSD 512 ГБ,Intel Iris Plus 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=9,"13.4"" Ультрабук Dell XPS 9300-3140 серебристый",IPS,Intel Core i7 1065G7,4 х 1.3 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel Iris Plus 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=9,"13.4"" Ультрабук Dell XPS 9300-3133 серебристый",IPS,Intel Core i5 1035G1,4 х 1 ГГц,RAM 8 ГБ,SSD 512 ГБ,Intel UHD 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=9,"14"" Ультрабук Lenovo Yoga C940-14IIL серый",IPS,Intel Core i5 1035G4,4 х 1.1 ГГц,RAM 16 ГБ,SSD 1024 ГБ,Intel Iris Plus 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=9,"13.4"" Ультрабук Dell XPS 9300-3171 серебристый",IPS,Intel Core i7 1065G7,4 х 1.3 ГГц,RAM 16 ГБ,SSD 1024 ГБ,Intel Iris Plus 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=9,"14"" Ультрабук Acer Swift 7 SF714-52T-78V2 черный",IPS,Intel Core i7 8500Y,2 х 1.5 ГГц,RAM 16 ГБ,SSD 512 ГБ,Intel UHD 615 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=9,"14"" Ультрабук Acer Swift 7 SF714-52T-76X9 белый",IPS,Intel Core i7 8500Y,2 х 1.5 ГГц,RAM 16 ГБ,SSD 512 ГБ,Intel UHD 615 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=9,"14"" Ультрабук Lenovo Yoga S940-14IIL серый",IPS,Intel Core i5 1035G4,4 х 1.1 ГГц,RAM 16 ГБ,SSD 512 ГБ,Intel Iris Plus 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=9,"14"" Ультрабук Lenovo Yoga S940-14IIL серый",IPS,Intel Core i5 1035G4,4 х 1.1 ГГц,RAM 16 ГБ,SSD 512 ГБ,Intel Iris Plus 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=9,"13.9"" Ультрабук Lenovo Yoga C930-13IKB серый",IPS,Intel Core i7 8550U,4 х 1.8 ГГц,RAM 16 ГБ,SSD 2048 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=9,"14"" Ультрабук Lenovo Yoga S940-14IIL серый",IPS,Intel Core i7 1065G7,4 х 1.3 ГГц,RAM 16 ГБ,SSD 1024 ГБ,Intel Iris Plus 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=9,"13.3"" Ультрабук HP Elite x360 Dragonfly синий",IPS,Intel Core i7 8565U,4 х 1.8 ГГц,RAM 16 ГБ,SSD 512 ГБ,Intel UHD Graphics 620 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=9,"14"" Ультрабук Lenovo Yoga S940-14IIL коричневый",IPS,Intel Core i7 1065G7,4 х 1.3 ГГц,RAM 16 ГБ,SSD 1024 ГБ,Intel Iris Plus 
https://www.dns-shop.ru/catalog/17a892f816404e77/noutbuki/?f%5B65c%5D=264d&p=9,"14"" Ультрабук Lenovo Yoga C940-14IIL серый",IPS,Intel Core i7 1065G7,4 х 1.3 ГГц,RAM 16 ГБ,SSD 2048 ГБ,Intel Iris Plus 
